kode_produk,nama_produk,kategori,harga,stok
PRD0566,Piring,Perlengkapan Rumah,409961,98
PRD0567,Mangkok,Perlengkapan Rumah,265667,136
PRD0568,Sendok Set,Perlengkapan Rumah,221498,42
PRD0569,Garpu,Perlengkapan Rumah,430286,52
PRD0570,Pisau Dapur,Perlengkapan Rumah,422090,155
PRD0571,Talenan,Perlengkapan Rumah,74560,65
PRD0572,Panci,Perlengkapan Rumah,29357,165
PRD0573,Wajan,Perlengkapan Rumah,253967,96
PRD0574,Stoples,Perlengkapan Rumah,292739,27
PRD0575,Rak Piring,Perlengkapan Rumah,374978,133
PRD0576,Serbet,Perlengkapan Rumah,448256,32
PRD0577,Sikat Gigi,Perlengkapan Rumah,151455,22
PRD0578,Pasta Gigi,Perlengkapan Rumah,402092,42
PRD0579,Sabun Mandi,Perlengkapan Rumah,145021,116
PRD0580,Shampoo,Perlengkapan Rumah,476641,132
PRD0581,Masker,Kesehatan,79253,112
PRD0582,Hand Sanitizer,Kesehatan,50084,57
PRD0583,Vitamin C,Kesehatan,430187,116
PRD0584,Minyak Kayu Putih,Kesehatan,465800,90
PRD0585,Plester,Kesehatan,489835,7
PRD0586,Perban,Kesehatan,219525,14
PRD0587,Obat Flu,Kesehatan,209856,129
PRD0588,Obat Batuk,Kesehatan,198063,61
PRD0589,Minuman Herbal,Kesehatan,204462,21
PRD0590,Suplemen,Kesehatan,198562,58
PRD0591,Multivitamin,Kesehatan,16778,82
PRD0592,Minyak Ikan,Kesehatan,490020,26
PRD0593,Salep Luka,Kesehatan,441970,183
PRD0594,Obat Nyamuk,Kesehatan,342766,86
PRD0595,Lotion,Kesehatan,416911,38
PRD0596,Tabir Surya,Kesehatan,74141,10
PRD0597,Vitamin E,Kesehatan,152407,121
PRD0598,Probiotik,Kesehatan,366942,36
PRD0599,Antasida,Kesehatan,399851,181
PRD0600,Parasetamol,Kesehatan,247948,115
PRD0601,Bola Basket,Olahraga,324619,2
PRD0602,Bola Voli,Olahraga,476930,21
PRD0603,Raket Badminton,Olahraga,11963,66
PRD0604,Kok Bulu Tangkis,Olahraga,115065,39
PRD0605,Matras Yoga,Olahraga,289731,187
PRD0606,Dumbbell,Olahraga,321228,136
PRD0607,Skipping,Olahraga,223907,29
PRD0608,Botol Minum,Olahraga,408937,74
PRD0609,Hand Grip,Olahraga,126591,78
PRD0610,Resistance Band,Olahraga,65883,13
PRD0611,Peluit,Olahraga,127010,108
PRD0612,Stopwatch,Olahraga,336994,160
PRD0613,Kaos Olahraga,Olahraga,241659,17
PRD0614,Handuk,Olahraga,60121,128
PRD0615,Sepatu Lari,Olahraga,314863,138
PRD0616,Tas Gym,Olahraga,10616,162
PRD0617,Topi Olahraga,Olahraga,272205,148
PRD0618,Gelang Keringat,Olahraga,128845,184
PRD0619,Sarung Tangan,Olahraga,77275,75
PRD0620,Bola Sepak,Olahraga,227044,1
PRD0621,Boneka,Mainan,324337,91
PRD0622,Mobil Mobilan,Mainan,128124,147
PRD0623,Puzzle,Mainan,220401,48
PRD0624,LEGO,Mainan,350321,172
PRD0625,Rubik,Mainan,46886,135
PRD0626,Yo Yo,Mainan,191060,18
PRD0627,Lato Lato,Mainan,277806,140
PRD0628,Ketapel,Mainan,267985,130
PRD0629,Kapal Kapalan,Mainan,292535,6
PRD0630,Layang Layang,Mainan,206710,121
PRD0631,Kelereng,Mainan,24824,163
PRD0632,Ular Tangga,Mainan,204837,96
PRD0633,Monopoli,Mainan,134985,192
PRD0634,Uno Cards,Mainan,10515,92
PRD0635,Katapel,Mainan,415411,18
PRD0636,Tamiya,Mainan,182775,62
PRD0637,Beyblade,Mainan,386272,169
PRD0638,Slime,Mainan,331387,27
PRD0639,Playdoh,Mainan,406488,149
PRD0640,Balon,Mainan,387449,194
PRD0641,Kabel USB,Elektronik,176335,35
PRD0642,Charger HP,Elektronik,25244,91
PRD0643,Power Bank,Elektronik,288268,87
PRD0644,Mouse Wireless,Elektronik,428512,165
PRD0645,Keyboard,Elektronik,93797,200
PRD0646,Headset,Elektronik,360970,119
PRD0647,Speaker Bluetooth,Elektronik,366584,123
PRD0648,Kipas Angin Mini,Elektronik,333211,47
PRD0649,Lampu LED,Elektronik,427458,35
PRD0650,Adaptor,Elektronik,35082,184
PRD0651,Kabel HDMI,Elektronik,408947,118
PRD0652,Card Reader,Elektronik,21390,76
PRD0653,USB Hub,Elektronik,107691,12
PRD0654,Mouse Pad,Elektronik,416769,52
PRD0655,Webcam,Elektronik,466409,11
PRD0656,Microphone,Elektronik,167463,80
PRD0657,Remote TV,Elektronik,272209,102
PRD0658,Baterai AA,Elektronik,429507,140
PRD0659,Baterai AAA,Elektronik,250197,65
PRD0660,Charger Mobil,Elektronik,21199,193
PRD0661,Mie Instan,Makanan,341162,49
PRD0662,Biskuit,Makanan,152004,92
PRD0663,Keripik Kentang,Makanan,454008,200
PRD0664,Cokelat Batang,Makanan,27063,168
PRD0665,Permen,Makanan,176024,70
PRD0666,Kacang Goreng,Makanan,67260,95
PRD0667,Roti Tawar,Makanan,231088,103
PRD0668,Sereal,Makanan,391707,113
PRD0669,Abon Sapi,Makanan,471047,99
PRD0670,Dendeng,Makanan,179752,48
PRD0671,Kerupuk Udang,Makanan,262153,178
PRD0672,Kue Kering,Makanan,262845,95
PRD0673,Selai Kacang,Makanan,486604,133
PRD0674,Madu,Makanan,141838,22
PRD0675,Tepung Terigu,Makanan,383200,109
PRD0676,Gula Pasir,Makanan,43380,111
PRD0677,Kopi Bubuk,Makanan,317859,47
PRD0678,Teh Celup,Makanan,287985,76
PRD0679,Susu Bubuk,Makanan,170407,27
PRD0680, Agar-agar,Makanan,43979,84
PRD0681,Air Mineral,Minuman,348512,76
PRD0682,Jus Jeruk,Minuman,162692,115
PRD0683,Soft Drink,Minuman,317947,184
PRD0684,Teh Botol,Minuman,225407,43
PRD0685,Kopi Instan,Minuman,363635,114
PRD0686,Susu UHT,Minuman,186311,115
PRD0687,Yogurt,Minuman,24206,187
PRD0688,Minuman Isotonik,Minuman,458150,91
PRD0689,Sirup,Minuman,324359,112
PRD0690,Soda,Minuman,145946,164
PRD0691,Jus Mangga,Minuman,416962,15
PRD0692,Jus Apel,Minuman,41343,172
PRD0693,Minuman Berenergi,Minuman,336240,104
PRD0694,Air Kelapa,Minuman,192479,132
PRD0695,Susu Kedelai,Minuman,422005,192
PRD0696,Jahe Instan,Minuman,358206,41
PRD0697,Cincau,Minuman,18326,37
PRD0698,Es Krim,Minuman,446947,156
PRD0699,Milkshake,Minuman,357513,113
PRD0700,Kefir,Minuman,20244,33
PRD0701,Pensil 2B,Alat Tulis,37249,61
PRD0702,Bolpoin Hitam,Alat Tulis,410166,166
PRD0703,Penghapus,Alat Tulis,194061,93
PRD0704,Penggaris,Alat Tulis,202725,146
PRD0705,Buku Tulis,Alat Tulis,18979,155
PRD0706,Spidol,Alat Tulis,82445,174
PRD0707,Stabilo,Alat Tulis,237889,95
PRD0708,Lem Kertas,Alat Tulis,197042,114
PRD0709,Gunting,Alat Tulis,402076,20
PRD0710,Cutter,Alat Tulis,302900,36
PRD0711,Amplop,Alat Tulis,279589,94
PRD0712,Kertas HVS,Alat Tulis,210684,81
PRD0713,Map Plastik,Alat Tulis,342556,72
PRD0714,Binder,Alat Tulis,132868,30
PRD0715,Klip Kertas,Alat Tulis,15586,189
PRD0716,Isi Staples,Alat Tulis,99542,128
PRD0717,Tipe-X,Alat Tulis,273447,100
PRD0718,Pensil Warna,Alat Tulis,480959,144
PRD0719,Krayon,Alat Tulis,63740,68
PRD0720,Cat Air,Alat Tulis,408304,67
PRD0721,Sapu,Perlengkapan Rumah,371118,115
PRD0722,Pel,Perlengkapan Rumah,114496,157
PRD0723,Ember,Perlengkapan Rumah,151724,178
PRD0724,Lap Mikrofiber,Perlengkapan Rumah,482498,126
PRD0725,Gelas Kaca,Perlengkapan Rumah,106951,32
PRD0726,Piring,Perlengkapan Rumah,73160,19
PRD0727,Mangkok,Perlengkapan Rumah,239000,45
PRD0728,Sendok Set,Perlengkapan Rumah,473166,183
PRD0729,Garpu,Perlengkapan Rumah,235366,23
PRD0730,Pisau Dapur,Perlengkapan Rumah,426942,175
PRD0731,Talenan,Perlengkapan Rumah,445296,82
PRD0732,Panci,Perlengkapan Rumah,352140,89
PRD0733,Wajan,Perlengkapan Rumah,374003,17
PRD0734,Stoples,Perlengkapan Rumah,290356,139
PRD0735,Rak Piring,Perlengkapan Rumah,154233,77
PRD0736,Serbet,Perlengkapan Rumah,448358,41
PRD0737,Sikat Gigi,Perlengkapan Rumah,375192,182
PRD0738,Pasta Gigi,Perlengkapan Rumah,488185,180
PRD0739,Sabun Mandi,Perlengkapan Rumah,336338,45
PRD0740,Shampoo,Perlengkapan Rumah,418125,93
PRD0741,Masker,Kesehatan,268734,58
PRD0742,Hand Sanitizer,Kesehatan,65628,52
PRD0743,Vitamin C,Kesehatan,417270,36
PRD0744,Minyak Kayu Putih,Kesehatan,126117,127
PRD0745,Plester,Kesehatan,15780,93
PRD0746,Perban,Kesehatan,292466,147
PRD0747,Obat Flu,Kesehatan,195415,120
PRD0748,Obat Batuk,Kesehatan,423350,142
PRD0749,Minuman Herbal,Kesehatan,70037,157
PRD0750,Suplemen,Kesehatan,465599,23
PRD0751,Multivitamin,Kesehatan,36470,80
PRD0752,Minyak Ikan,Kesehatan,210750,184
PRD0753,Salep Luka,Kesehatan,378894,123
PRD0754,Obat Nyamuk,Kesehatan,277615,106
PRD0755,Lotion,Kesehatan,405263,105
PRD0756,Tabir Surya,Kesehatan,433666,148
PRD0757,Vitamin E,Kesehatan,40666,33
PRD0758,Probiotik,Kesehatan,168213,165
PRD0759,Antasida,Kesehatan,40883,116
PRD0760,Parasetamol,Kesehatan,246230,175
PRD0761,Bola Basket,Olahraga,273245,89
PRD0762,Bola Voli,Olahraga,69284,200
PRD0763,Raket Badminton,Olahraga,291041,164
PRD0764,Kok Bulu Tangkis,Olahraga,310169,47
PRD0765,Matras Yoga,Olahraga,404538,34
PRD0766,Dumbbell,Olahraga,228816,129
PRD0767,Skipping,Olahraga,479475,15
PRD0768,Botol Minum,Olahraga,437888,32
PRD0769,Hand Grip,Olahraga,273634,40
PRD0770,Resistance Band,Olahraga,161448,43
PRD0771,Peluit,Olahraga,86917,83
PRD0772,Stopwatch,Olahraga,492071,182
PRD0773,Kaos Olahraga,Olahraga,120211,89
PRD0774,Handuk,Olahraga,498754,133
PRD0775,Sepatu Lari,Olahraga,471198,73
PRD0776,Tas Gym,Olahraga,445512,21
PRD0777,Topi Olahraga,Olahraga,133389,51
PRD0778,Gelang Keringat,Olahraga,334952,142
PRD0779,Sarung Tangan,Olahraga,145891,33
PRD0780,Bola Sepak,Olahraga,329691,78
PRD0781,Boneka,Mainan,324137,137
PRD0782,Mobil Mobilan,Mainan,50983,129
PRD0783,Puzzle,Mainan,338062,44
PRD0784,LEGO,Mainan,312278,149
PRD0785,Rubik,Mainan,82842,44
PRD0786,Yo Yo,Mainan,347365,160
PRD0787,Lato Lato,Mainan,379819,155
PRD0788,Ketapel,Mainan,179009,145
PRD0789,Kapal Kapalan,Mainan,23597,8
PRD0790,Layang Layang,Mainan,44584,12
PRD0791,Kelereng,Mainan,499311,165
PRD0792,Ular Tangga,Mainan,406237,148
PRD0793,Monopoli,Mainan,140755,167
PRD0794,Uno Cards,Mainan,112524,197
PRD0795,Katapel,Mainan,301964,107
PRD0796,Tamiya,Mainan,326066,164
PRD0797,Beyblade,Mainan,17878,128
PRD0798,Slime,Mainan,468090,161
PRD0799,Playdoh,Mainan,288039,75
PRD0800,Balon,Mainan,338544,78
PRD0801,Kabel USB,Elektronik,255202,63
PRD0802,Charger HP,Elektronik,423888,176
PRD0803,Power Bank,Elektronik,214909,77
PRD0804,Mouse Wireless,Elektronik,239787,19
PRD0805,Keyboard,Elektronik,363031,16
PRD0806,Headset,Elektronik,84879,113
PRD0807,Speaker Bluetooth,Elektronik,219905,124
PRD0808,Kipas Angin Mini,Elektronik,245501,53
PRD0809,Lampu LED,Elektronik,180358,156
PRD0810,Adaptor,Elektronik,77323,81
PRD0811,Kabel HDMI,Elektronik,453666,184
PRD0812,Card Reader,Elektronik,169413,188
PRD0813,USB Hub,Elektronik,453295,89
PRD0814,Mouse Pad,Elektronik,211042,34
PRD0815,Webcam,Elektronik,400807,95
PRD0816,Microphone,Elektronik,271997,144
PRD0817,Remote TV,Elektronik,57670,82
PRD0818,Baterai AA,Elektronik,128740,120
PRD0819,Baterai AAA,Elektronik,66236,69
PRD0820,Charger Mobil,Elektronik,237717,64
PRD0821,Mie Instan,Makanan,75860,25
PRD0822,Biskuit,Makanan,28531,75
PRD0823,Keripik Kentang,Makanan,497653,99
PRD0824,Cokelat Batang,Makanan,455070,158
PRD0825,Permen,Makanan,221223,64
PRD0826,Kacang Goreng,Makanan,455670,41
PRD0827,Roti Tawar,Makanan,428496,84
PRD0828,Sereal,Makanan,491554,148
PRD0829,Abon Sapi,Makanan,380078,81
PRD0830,Dendeng,Makanan,101527,196
PRD0831,Kerupuk Udang,Makanan,85541,128
PRD0832,Kue Kering,Makanan,271864,120
PRD0833,Selai Kacang,Makanan,263493,79
PRD0834,Madu,Makanan,262765,6
PRD0835,Tepung Terigu,Makanan,49211,101
PRD0836,Gula Pasir,Makanan,266998,118
PRD0837,Kopi Bubuk,Makanan,128211,56
PRD0838,Teh Celup,Makanan,307840,91
PRD0839,Susu Bubuk,Makanan,27510,13
PRD0840, Agar-agar,Makanan,149511,127
PRD0841,Air Mineral,Minuman,315271,168
PRD0842,Jus Jeruk,Minuman,354594,121
PRD0843,Soft Drink,Minuman,151814,138
PRD0844,Teh Botol,Minuman,6287,28
PRD0845,Kopi Instan,Minuman,227930,35
PRD0846,Susu UHT,Minuman,464660,68
PRD0847,Yogurt,Minuman,383423,94
PRD0848,Minuman Isotonik,Minuman,402480,104
PRD0849,Sirup,Minuman,193856,12
PRD0850,Soda,Minuman,212020,14
PRD0851,Jus Mangga,Minuman,300991,144
PRD0852,Jus Apel,Minuman,104055,93
PRD0853,Minuman Berenergi,Minuman,292048,74
PRD0854,Air Kelapa,Minuman,40551,99
PRD0855,Susu Kedelai,Minuman,266375,116
PRD0856,Jahe Instan,Minuman,402767,141
PRD0857,Cincau,Minuman,148654,160
PRD0858,Es Krim,Minuman,358724,157
PRD0859,Milkshake,Minuman,64291,33
PRD0860,Kefir,Minuman,52688,101
PRD0861,Pensil 2B,Alat Tulis,197663,87
PRD0862,Bolpoin Hitam,Alat Tulis,294464,94
PRD0863,Penghapus,Alat Tulis,397819,37
PRD0864,Penggaris,Alat Tulis,106363,155
PRD0865,Buku Tulis,Alat Tulis,268926,103
PRD0866,Spidol,Alat Tulis,264184,11
PRD0867,Stabilo,Alat Tulis,25752,10
PRD0868,Lem Kertas,Alat Tulis,73846,183
PRD0869,Gunting,Alat Tulis,176609,122
PRD0870,Cutter,Alat Tulis,274279,117
PRD0871,Amplop,Alat Tulis,80087,156
PRD0872,Kertas HVS,Alat Tulis,470258,132
PRD0873,Map Plastik,Alat Tulis,75285,84
PRD0874,Binder,Alat Tulis,490305,157
PRD0875,Klip Kertas,Alat Tulis,169001,42
PRD0876,Isi Staples,Alat Tulis,208021,158
PRD0877,Tipe-X,Alat Tulis,389616,77
PRD0878,Pensil Warna,Alat Tulis,313282,87
PRD0879,Krayon,Alat Tulis,267979,131
PRD0880,Cat Air,Alat Tulis,281099,126
PRD0881,Sapu,Perlengkapan Rumah,373583,145
PRD0882,Pel,Perlengkapan Rumah,159176,122
PRD0883,Ember,Perlengkapan Rumah,429687,5
PRD0884,Lap Mikrofiber,Perlengkapan Rumah,195125,85
PRD0885,Gelas Kaca,Perlengkapan Rumah,355268,29
PRD0886,Piring,Perlengkapan Rumah,220387,150
PRD0887,Mangkok,Perlengkapan Rumah,163311,186
PRD0888,Sendok Set,Perlengkapan Rumah,459231,177
PRD0889,Garpu,Perlengkapan Rumah,331913,7
PRD0890,Pisau Dapur,Perlengkapan Rumah,314952,122
PRD0891,Talenan,Perlengkapan Rumah,141214,168
PRD0892,Panci,Perlengkapan Rumah,412467,199
PRD0893,Wajan,Perlengkapan Rumah,305287,148
PRD0894,Stoples,Perlengkapan Rumah,121298,185
PRD0895,Rak Piring,Perlengkapan Rumah,28924,150
PRD0896,Serbet,Perlengkapan Rumah,253893,44
PRD0897,Sikat Gigi,Perlengkapan Rumah,276848,162
PRD0898,Pasta Gigi,Perlengkapan Rumah,380107,159
PRD0899,Sabun Mandi,Perlengkapan Rumah,408116,98
PRD0900,Shampoo,Perlengkapan Rumah,79477,175
PRD0901,Masker,Kesehatan,128980,9
PRD0902,Hand Sanitizer,Kesehatan,302191,180
PRD0903,Vitamin C,Kesehatan,59616,49
PRD0904,Minyak Kayu Putih,Kesehatan,11928,113
PRD0905,Plester,Kesehatan,166465,108
PRD0906,Perban,Kesehatan,81393,106
PRD0907,Obat Flu,Kesehatan,364021,53
PRD0908,Obat Batuk,Kesehatan,217155,129
PRD0909,Minuman Herbal,Kesehatan,408308,157
PRD0910,Suplemen,Kesehatan,484618,121
PRD0911,Multivitamin,Kesehatan,459607,189
PRD0912,Minyak Ikan,Kesehatan,383368,16
PRD0913,Salep Luka,Kesehatan,372029,36
PRD0914,Obat Nyamuk,Kesehatan,273939,54
PRD0915,Lotion,Kesehatan,296066,84
PRD0916,Tabir Surya,Kesehatan,349197,123
PRD0917,Vitamin E,Kesehatan,277501,97
PRD0918,Probiotik,Kesehatan,166496,45
PRD0919,Antasida,Kesehatan,242996,137
PRD0920,Parasetamol,Kesehatan,181477,140
PRD0921,Bola Basket,Olahraga,187748,174
PRD0922,Bola Voli,Olahraga,406744,185
PRD0923,Raket Badminton,Olahraga,358906,165
PRD0924,Kok Bulu Tangkis,Olahraga,423345,178
PRD0925,Matras Yoga,Olahraga,140601,157
PRD0926,Dumbbell,Olahraga,255849,50
PRD0927,Skipping,Olahraga,131247,72
PRD0928,Botol Minum,Olahraga,294598,77
PRD0929,Hand Grip,Olahraga,119895,77
PRD0930,Resistance Band,Olahraga,406317,74
PRD0931,Peluit,Olahraga,371571,54
PRD0932,Stopwatch,Olahraga,363884,181
PRD0933,Kaos Olahraga,Olahraga,258378,82
PRD0934,Handuk,Olahraga,253555,90
PRD0935,Sepatu Lari,Olahraga,295856,185
PRD0936,Tas Gym,Olahraga,145370,74
PRD0937,Topi Olahraga,Olahraga,65897,147
PRD0938,Gelang Keringat,Olahraga,356744,140
PRD0939,Sarung Tangan,Olahraga,201069,102
PRD0940,Bola Sepak,Olahraga,431065,89
PRD0941,Boneka,Mainan,407308,38
PRD0942,Mobil Mobilan,Mainan,154280,11
PRD0943,Puzzle,Mainan,152801,183
PRD0944,LEGO,Mainan,43434,89
PRD0945,Rubik,Mainan,486447,114
PRD0946,Yo Yo,Mainan,345918,66
PRD0947,Lato Lato,Mainan,393820,123
PRD0948,Ketapel,Mainan,114190,52
PRD0949,Kapal Kapalan,Mainan,436085,138
PRD0950,Layang Layang,Mainan,144151,144
PRD0951,Kelereng,Mainan,366994,70
PRD0952,Ular Tangga,Mainan,73970,28
PRD0953,Monopoli,Mainan,324792,190
PRD0954,Uno Cards,Mainan,309668,62
PRD0955,Katapel,Mainan,129117,13
PRD0956,Tamiya,Mainan,353185,136
PRD0957,Beyblade,Mainan,120316,164
PRD0958,Slime,Mainan,124073,14
PRD0959,Playdoh,Mainan,54532,106
PRD0960,Balon,Mainan,175168,184
PRD0961,Kabel USB,Elektronik,249675,26
PRD0962,Charger HP,Elektronik,359140,198
PRD0963,Power Bank,Elektronik,74072,2
PRD0964,Mouse Wireless,Elektronik,290543,41
PRD0965,Keyboard,Elektronik,215336,168
PRD0966,Headset,Elektronik,492226,122
PRD0967,Speaker Bluetooth,Elektronik,252320,167
PRD0968,Kipas Angin Mini,Elektronik,106572,194
PRD0969,Lampu LED,Elektronik,152599,83
PRD0970,Adaptor,Elektronik,151639,166
PRD0971,Kabel HDMI,Elektronik,33018,197
PRD0972,Card Reader,Elektronik,48903,167
PRD0973,USB Hub,Elektronik,303011,60
PRD0974,Mouse Pad,Elektronik,282573,190
PRD0975,Webcam,Elektronik,381121,10
PRD0976,Microphone,Elektronik,480795,45
PRD0977,Remote TV,Elektronik,221092,46
PRD0978,Baterai AA,Elektronik,491644,10
PRD0979,Baterai AAA,Elektronik,440411,102
PRD0980,Charger Mobil,Elektronik,415118,127
PRD0981,Mie Instan,Makanan,99680,192
PRD0982,Biskuit,Makanan,459331,75
PRD0983,Keripik Kentang,Makanan,461665,10
PRD0984,Cokelat Batang,Makanan,6858,77
PRD0985,Permen,Makanan,299775,155
PRD0986,Kacang Goreng,Makanan,58256,86
PRD0987,Roti Tawar,Makanan,151192,117
PRD0988,Sereal,Makanan,338232,140
PRD0989,Abon Sapi,Makanan,276893,127
PRD0990,Dendeng,Makanan,468228,35
PRD0991,Kerupuk Udang,Makanan,448200,130
PRD0992,Kue Kering,Makanan,247377,70
PRD0993,Selai Kacang,Makanan,103088,29
PRD0994,Madu,Makanan,175373,42
PRD0995,Tepung Terigu,Makanan,385317,118
PRD0996,Gula Pasir,Makanan,341888,66
PRD0997,Kopi Bubuk,Makanan,378752,48
PRD0998,Teh Celup,Makanan,9384,189
PRD0999,Susu Bubuk,Makanan,178743,76
PRD1000, Agar-agar,Makanan,299680,173
